year,State Code,state_name,Dist Name,Crop,area_1000_ha,production_1000_tons,yield_kg_per_ha
2010,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,3.6,5.2,1444.44
2010,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,186,135.3,727.42
2010,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2010,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,8.6,11.7,1360.47
2010,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2010,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,1.8,1.2,666.67
2010,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,180.5,128.9,714.13
2010,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,3.4,17.6,5176.47
2010,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0,0,0
2010,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,93.2,179.6,1927.04
2011,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,114.48,28.28,247.05
2011,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,3.3,3.6,1090.91
2011,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,183.3,99.8,544.46
2011,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2011,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,7.6,9.4,1236.84
2011,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2011,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,1.7,1.1,647.06
2011,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,178,95.1,534.27
2011,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,5.3,27.1,5113.21
2011,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0,0,0
2011,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,97.3,242.8,2495.38
2012,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,108.44,30.37,280.06
2012,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,3,3.97,1323.33
2012,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,0,0,0
2012,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0.04,0.02,500
2012,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,5.1,7.73,1515.69
2012,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2012,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,1.24,0.55,443.55
2012,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,199.48,175.53,879.94
2012,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,3.26,21.76,6674.85
2012,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0.01,0,0
2012,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,116.57,394.81,3386.89
2013,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,99.88,44.84,448.94
2013,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,2.9,6.27,2162.07
2013,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,50.15,50.22,1001.4
2013,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0.02,0.01,500
2013,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,4.88,3.92,803.28
2013,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2013,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,1.11,0.6,540.54
2013,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,207.58,178.14,858.18
2013,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,3.03,18.28,6033
2013,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0.04,0.02,500
2013,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,128.37,282.86,2203.47
2014,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,133,28.26,212.48
2014,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,4,7,1750
2014,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,49.06,45.53,928.05
2014,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2014,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,8,10,1250
2014,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2014,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,0,0,0
2014,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,44,38,863.64
2014,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,3,9,3000
2014,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0,0,0
2014,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,62,187,3016.13
2015,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,96,28.26,294.38
2015,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,3,4,1333.33
2015,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,203.2,89.28,439.37
2015,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2015,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,7,3.33,475.71
2015,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0,0,0
2015,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,3,1,333.33
2015,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,197,103,522.84
2015,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,4,26,6500
2015,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0,0,0
2015,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,129,308,2387.6
2016,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,105,32.94,313.71
2016,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,5,6,1200
2016,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,0,0,0
2016,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2016,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,8,7.33,916.25
2016,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0.01,0.01,1000
2016,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,0,0,0
2016,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,178,242,1359.55
2016,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,0,0,0
2016,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,0,0,0
2016,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,144,560,3888.89
2017,6,MADHYA PRADESH,Khandwa / East Nimar,COTTON,105.1,30.45,289.75
2017,6,MADHYA PRADESH,Khandwa / East Nimar,GROUNDNUT,2.55,3.71,1454.9
2017,6,MADHYA PRADESH,Khandwa / East Nimar,OILSEEDS,0,0,0
2017,6,MADHYA PRADESH,Khandwa / East Nimar,RAPESEED AND MUSTARD,0,0,0
2017,6,MADHYA PRADESH,Khandwa / East Nimar,RICE,5.89,3.38,573.85
2017,6,MADHYA PRADESH,Khandwa / East Nimar,SAFFLOWER,0.09,0.09,1000
2017,6,MADHYA PRADESH,Khandwa / East Nimar,SESAMUM,1.3,0.59,453.85
2017,6,MADHYA PRADESH,Khandwa / East Nimar,SOYABEAN,173.6,145.93,840.61
2017,6,MADHYA PRADESH,Khandwa / East Nimar,SUGARCANE,5.91,3.76,636.04
2017,6,MADHYA PRADESH,Khandwa / East Nimar,SUNFLOWER,2.1,2.1,1000
2017,6,MADHYA PRADESH,Khandwa / East Nimar,WHEAT,163.5,607.73,3717
2010,6,MADHYA PRADESH,Sehore,COTTON,0.07,0.01,128.18
2010,6,MADHYA PRADESH,Sehore,GROUNDNUT,0.8,1.3,1625
2010,6,MADHYA PRADESH,Sehore,OILSEEDS,392.3,688.9,1756.05
2010,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0.2,0.2,1000
2010,6,MADHYA PRADESH,Sehore,RICE,6.6,7.2,1090.91
2010,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2010,6,MADHYA PRADESH,Sehore,SESAMUM,0.1,0.1,1000
2010,6,MADHYA PRADESH,Sehore,SOYABEAN,390.7,686.9,1758.13
2010,6,MADHYA PRADESH,Sehore,SUGARCANE,1.7,9.1,5352.94
2010,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2010,6,MADHYA PRADESH,Sehore,WHEAT,279.5,454.7,1626.83
2011,6,MADHYA PRADESH,Sehore,COTTON,0.04,0.01,231.43
2011,6,MADHYA PRADESH,Sehore,GROUNDNUT,0.8,1.2,1500
2011,6,MADHYA PRADESH,Sehore,OILSEEDS,419.9,495.6,1180.28
2011,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0.2,0.2,1000
2011,6,MADHYA PRADESH,Sehore,RICE,13.1,22.1,1687.02
2011,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2011,6,MADHYA PRADESH,Sehore,SESAMUM,0.2,0.1,500
2011,6,MADHYA PRADESH,Sehore,SOYABEAN,418.2,493.4,1179.82
2011,6,MADHYA PRADESH,Sehore,SUGARCANE,2.9,13.5,4655.17
2011,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2011,6,MADHYA PRADESH,Sehore,WHEAT,304.2,971,3191.98
2012,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2012,6,MADHYA PRADESH,Sehore,GROUNDNUT,0.86,1.58,1837.21
2012,6,MADHYA PRADESH,Sehore,OILSEEDS,0,0,0
2012,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0.12,0.14,1166.67
2012,6,MADHYA PRADESH,Sehore,RICE,17.98,45.87,2551.17
2012,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2012,6,MADHYA PRADESH,Sehore,SESAMUM,0.14,0.1,714.29
2012,6,MADHYA PRADESH,Sehore,SOYABEAN,419.14,542.06,1293.27
2012,6,MADHYA PRADESH,Sehore,SUGARCANE,1.86,9.9,5322.58
2012,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2012,6,MADHYA PRADESH,Sehore,WHEAT,319.81,751.75,2350.61
2013,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2013,6,MADHYA PRADESH,Sehore,GROUNDNUT,0.77,0.73,948.05
2013,6,MADHYA PRADESH,Sehore,OILSEEDS,401.15,215.92,538.25
2013,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0.13,0.11,846.15
2013,6,MADHYA PRADESH,Sehore,RICE,20.18,61.92,3068.38
2013,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2013,6,MADHYA PRADESH,Sehore,SESAMUM,0.13,0.04,307.69
2013,6,MADHYA PRADESH,Sehore,SOYABEAN,426.49,223.22,523.39
2013,6,MADHYA PRADESH,Sehore,SUGARCANE,0.95,4.31,4536.84
2013,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2013,6,MADHYA PRADESH,Sehore,WHEAT,330.36,861.16,2606.73
2014,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2014,6,MADHYA PRADESH,Sehore,GROUNDNUT,0,0,0
2014,6,MADHYA PRADESH,Sehore,OILSEEDS,304.18,373.99,1229.5
2014,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0,0,0
2014,6,MADHYA PRADESH,Sehore,RICE,46,147.33,3202.83
2014,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2014,6,MADHYA PRADESH,Sehore,SESAMUM,0,0,0
2014,6,MADHYA PRADESH,Sehore,SOYABEAN,303,372,1227.72
2014,6,MADHYA PRADESH,Sehore,SUGARCANE,4,6,1500
2014,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2014,6,MADHYA PRADESH,Sehore,WHEAT,326,1080,3312.88
2015,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2015,6,MADHYA PRADESH,Sehore,GROUNDNUT,1,1,1000
2015,6,MADHYA PRADESH,Sehore,OILSEEDS,395.56,193.15,488.3
2015,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,1,1,1000
2015,6,MADHYA PRADESH,Sehore,RICE,33,116.67,3535.45
2015,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2015,6,MADHYA PRADESH,Sehore,SESAMUM,0,0,0
2015,6,MADHYA PRADESH,Sehore,SOYABEAN,393,229,582.7
2015,6,MADHYA PRADESH,Sehore,SUGARCANE,0,0,0
2015,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2015,6,MADHYA PRADESH,Sehore,WHEAT,330,1148,3478.79
2016,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2016,6,MADHYA PRADESH,Sehore,GROUNDNUT,1,1,1000
2016,6,MADHYA PRADESH,Sehore,OILSEEDS,0,0,0
2016,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,1,0.99,987
2016,6,MADHYA PRADESH,Sehore,RICE,24,94.67,3944.58
2016,6,MADHYA PRADESH,Sehore,SAFFLOWER,0.19,0.06,315.79
2016,6,MADHYA PRADESH,Sehore,SESAMUM,0,0,0
2016,6,MADHYA PRADESH,Sehore,SOYABEAN,358,491,1371.51
2016,6,MADHYA PRADESH,Sehore,SUGARCANE,0.3,1.1,3666.67
2016,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2016,6,MADHYA PRADESH,Sehore,WHEAT,337,1148,3406.53
2017,6,MADHYA PRADESH,Sehore,COTTON,0,0,0
2017,6,MADHYA PRADESH,Sehore,GROUNDNUT,1.14,1.16,1017.54
2017,6,MADHYA PRADESH,Sehore,OILSEEDS,0,0,0
2017,6,MADHYA PRADESH,Sehore,RAPESEED AND MUSTARD,0.58,0.56,965.52
2017,6,MADHYA PRADESH,Sehore,RICE,36.45,71.99,1975.03
2017,6,MADHYA PRADESH,Sehore,SAFFLOWER,0,0,0
2017,6,MADHYA PRADESH,Sehore,SESAMUM,0.36,0.13,361.11
2017,6,MADHYA PRADESH,Sehore,SOYABEAN,365.2,316.52,866.7
2017,6,MADHYA PRADESH,Sehore,SUGARCANE,0.56,0.29,523.21
2017,6,MADHYA PRADESH,Sehore,SUNFLOWER,0,0,0
2017,6,MADHYA PRADESH,Sehore,WHEAT,278.4,932.95,3351.11
2010,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2010,6,MADHYA PRADESH,Raisen,GROUNDNUT,0.3,0.4,1333.33
2010,6,MADHYA PRADESH,Raisen,OILSEEDS,145.8,159,1090.53
2010,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0.3,0.3,1000
2010,6,MADHYA PRADESH,Raisen,RICE,26.2,33.2,1267.18
2010,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2010,6,MADHYA PRADESH,Raisen,SESAMUM,0.1,0,0
2010,6,MADHYA PRADESH,Raisen,SOYABEAN,143.9,157.4,1093.82
2010,6,MADHYA PRADESH,Raisen,SUGARCANE,1.5,2.4,1600
2010,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2010,6,MADHYA PRADESH,Raisen,WHEAT,182.3,278.4,1527.15
2011,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2011,6,MADHYA PRADESH,Raisen,GROUNDNUT,0.3,0.4,1333.33
2011,6,MADHYA PRADESH,Raisen,OILSEEDS,192.9,136.1,705.55
2011,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0.9,1,1111.11
2011,6,MADHYA PRADESH,Raisen,RICE,21.5,30.7,1427.91
2011,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2011,6,MADHYA PRADESH,Raisen,SESAMUM,0.3,0.2,666.67
2011,6,MADHYA PRADESH,Raisen,SOYABEAN,188.8,132.1,699.68
2011,6,MADHYA PRADESH,Raisen,SUGARCANE,1.5,1.9,1266.67
2011,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2011,6,MADHYA PRADESH,Raisen,WHEAT,214.7,622,2897.07
2012,6,MADHYA PRADESH,Raisen,COTTON,0.03,0,0
2012,6,MADHYA PRADESH,Raisen,GROUNDNUT,0.16,0.21,1312.5
2012,6,MADHYA PRADESH,Raisen,OILSEEDS,0,0,0
2012,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0.16,0.13,812.5
2012,6,MADHYA PRADESH,Raisen,RICE,35.34,45.38,1284.1
2012,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2012,6,MADHYA PRADESH,Raisen,SESAMUM,0.07,0.03,428.57
2012,6,MADHYA PRADESH,Raisen,SOYABEAN,196.49,181.84,925.44
2012,6,MADHYA PRADESH,Raisen,SUGARCANE,1.15,1.54,1339.13
2012,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2012,6,MADHYA PRADESH,Raisen,WHEAT,232.57,788.55,3390.59
2013,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2013,6,MADHYA PRADESH,Raisen,GROUNDNUT,0.17,0.26,1529.41
2013,6,MADHYA PRADESH,Raisen,OILSEEDS,122.63,100.86,822.47
2013,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0.23,0.2,869.57
2013,6,MADHYA PRADESH,Raisen,RICE,62.69,54.14,863.61
2013,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2013,6,MADHYA PRADESH,Raisen,SESAMUM,0.06,0.02,333.33
2013,6,MADHYA PRADESH,Raisen,SOYABEAN,194.52,46.84,240.8
2013,6,MADHYA PRADESH,Raisen,SUGARCANE,0.28,0.56,2000
2013,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2013,6,MADHYA PRADESH,Raisen,WHEAT,241.87,517.1,2137.93
2014,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2014,6,MADHYA PRADESH,Raisen,GROUNDNUT,0,0,0
2014,6,MADHYA PRADESH,Raisen,OILSEEDS,120.56,151.78,1258.96
2014,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,1,1,1000
2014,6,MADHYA PRADESH,Raisen,RICE,137,342.67,2501.24
2014,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2014,6,MADHYA PRADESH,Raisen,SESAMUM,0,0,0
2014,6,MADHYA PRADESH,Raisen,SOYABEAN,119,150,1260.5
2014,6,MADHYA PRADESH,Raisen,SUGARCANE,1,5,5000
2014,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2014,6,MADHYA PRADESH,Raisen,WHEAT,270,917,3396.3
2015,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2015,6,MADHYA PRADESH,Raisen,GROUNDNUT,0,0,0
2015,6,MADHYA PRADESH,Raisen,OILSEEDS,96.98,33.88,349.35
2015,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,1,1,1000
2015,6,MADHYA PRADESH,Raisen,RICE,99,226.67,2289.6
2015,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2015,6,MADHYA PRADESH,Raisen,SESAMUM,1,0,0
2015,6,MADHYA PRADESH,Raisen,SOYABEAN,94,42,446.81
2015,6,MADHYA PRADESH,Raisen,SUGARCANE,1,2,2000
2015,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2015,6,MADHYA PRADESH,Raisen,WHEAT,244,770,3155.74
2016,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2016,6,MADHYA PRADESH,Raisen,GROUNDNUT,0,0,0
2016,6,MADHYA PRADESH,Raisen,OILSEEDS,0,0,0
2016,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0,0,0
2016,6,MADHYA PRADESH,Raisen,RICE,135,304.66,2256.74
2016,6,MADHYA PRADESH,Raisen,SAFFLOWER,1.15,0.81,704.35
2016,6,MADHYA PRADESH,Raisen,SESAMUM,0,0,0
2016,6,MADHYA PRADESH,Raisen,SOYABEAN,82,70,853.66
2016,6,MADHYA PRADESH,Raisen,SUGARCANE,0,0,0
2016,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2016,6,MADHYA PRADESH,Raisen,WHEAT,236,771,3266.95
2017,6,MADHYA PRADESH,Raisen,COTTON,0,0,0
2017,6,MADHYA PRADESH,Raisen,GROUNDNUT,0,0,0
2017,6,MADHYA PRADESH,Raisen,OILSEEDS,0,0,0
2017,6,MADHYA PRADESH,Raisen,RAPESEED AND MUSTARD,0.28,0.2,714.29
2017,6,MADHYA PRADESH,Raisen,RICE,112,236.84,2114.64
2017,6,MADHYA PRADESH,Raisen,SAFFLOWER,0,0,0
2017,6,MADHYA PRADESH,Raisen,SESAMUM,0,0,0
2017,6,MADHYA PRADESH,Raisen,SOYABEAN,84.7,51.67,610.04
2017,6,MADHYA PRADESH,Raisen,SUGARCANE,0,0,0
2017,6,MADHYA PRADESH,Raisen,SUNFLOWER,0,0,0
2017,6,MADHYA PRADESH,Raisen,WHEAT,197.6,647.73,3277.99
2010,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2010,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0.4,0.6,1500
2010,6,MADHYA PRADESH,Vidisha,OILSEEDS,250.7,373.5,1489.83
2010,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0.9,0.7,777.78
2010,6,MADHYA PRADESH,Vidisha,RICE,0.4,0.4,1000
2010,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2010,6,MADHYA PRADESH,Vidisha,SESAMUM,0.1,0,0
2010,6,MADHYA PRADESH,Vidisha,SOYABEAN,249.2,372.2,1493.58
2010,6,MADHYA PRADESH,Vidisha,SUGARCANE,0.2,0.4,2000
2010,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2010,6,MADHYA PRADESH,Vidisha,WHEAT,206.9,341.6,1651.04
2011,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2011,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0.4,0.7,1750
2011,6,MADHYA PRADESH,Vidisha,OILSEEDS,241.5,279.2,1156.11
2011,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0.9,1,1111.11
2011,6,MADHYA PRADESH,Vidisha,RICE,0.4,0.4,1000
2011,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2011,6,MADHYA PRADESH,Vidisha,SESAMUM,0.1,0.1,1000
2011,6,MADHYA PRADESH,Vidisha,SOYABEAN,240,277.3,1155.42
2011,6,MADHYA PRADESH,Vidisha,SUGARCANE,0.1,0.1,1000
2011,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2011,6,MADHYA PRADESH,Vidisha,WHEAT,206.2,402.1,1950.05
2012,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2012,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0.37,0.7,1891.89
2012,6,MADHYA PRADESH,Vidisha,OILSEEDS,0,0,0
2012,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0.39,0.33,846.15
2012,6,MADHYA PRADESH,Vidisha,RICE,0.27,0.27,1000
2012,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2012,6,MADHYA PRADESH,Vidisha,SESAMUM,0.03,0.02,666.67
2012,6,MADHYA PRADESH,Vidisha,SOYABEAN,289.76,321.89,1110.88
2012,6,MADHYA PRADESH,Vidisha,SUGARCANE,0.22,0.44,2000
2012,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2012,6,MADHYA PRADESH,Vidisha,WHEAT,254.41,446.26,1754.1
2013,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2013,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0.82,1.21,1475.61
2013,6,MADHYA PRADESH,Vidisha,OILSEEDS,270.9,140.94,520.27
2013,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0.08,0.05,625
2013,6,MADHYA PRADESH,Vidisha,RICE,1.5,0.84,560
2013,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2013,6,MADHYA PRADESH,Vidisha,SESAMUM,0.28,0.12,428.57
2013,6,MADHYA PRADESH,Vidisha,SOYABEAN,317.82,321.54,1011.7
2013,6,MADHYA PRADESH,Vidisha,SUGARCANE,0.05,0.1,2000
2013,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2013,6,MADHYA PRADESH,Vidisha,WHEAT,261.28,544.73,2084.85
2014,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2014,6,MADHYA PRADESH,Vidisha,GROUNDNUT,1,2,2000
2014,6,MADHYA PRADESH,Vidisha,OILSEEDS,256.27,299.69,1169.43
2014,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0,0,0
2014,6,MADHYA PRADESH,Vidisha,RICE,4,3.33,832.5
2014,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2014,6,MADHYA PRADESH,Vidisha,SESAMUM,0,0,0
2014,6,MADHYA PRADESH,Vidisha,SOYABEAN,255,298,1168.63
2014,6,MADHYA PRADESH,Vidisha,SUGARCANE,0,0,0
2014,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2014,6,MADHYA PRADESH,Vidisha,WHEAT,284,775,2728.87
2015,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2015,6,MADHYA PRADESH,Vidisha,GROUNDNUT,1,1,1000
2015,6,MADHYA PRADESH,Vidisha,OILSEEDS,312.68,174.96,559.55
2015,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0,0,0
2015,6,MADHYA PRADESH,Vidisha,RICE,3,4,1333.33
2015,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
2015,6,MADHYA PRADESH,Vidisha,SESAMUM,0,0,0
2015,6,MADHYA PRADESH,Vidisha,SOYABEAN,311,205,659.16
2015,6,MADHYA PRADESH,Vidisha,SUGARCANE,0,0,0
2015,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2015,6,MADHYA PRADESH,Vidisha,WHEAT,306,730,2385.62
2016,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2016,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0,0,0
2016,6,MADHYA PRADESH,Vidisha,OILSEEDS,0,0,0
2016,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0,0,0
2016,6,MADHYA PRADESH,Vidisha,RICE,3,4,1333.33
2016,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0.04,0.01,250
2016,6,MADHYA PRADESH,Vidisha,SESAMUM,0,0,0
2016,6,MADHYA PRADESH,Vidisha,SOYABEAN,290,171,589.66
2016,6,MADHYA PRADESH,Vidisha,SUGARCANE,0,0,0
2016,6,MADHYA PRADESH,Vidisha,SUNFLOWER,0,0,0
2016,6,MADHYA PRADESH,Vidisha,WHEAT,281,832,2960.85
2017,6,MADHYA PRADESH,Vidisha,COTTON,0,0,0
2017,6,MADHYA PRADESH,Vidisha,GROUNDNUT,0.07,0.13,1857.14
2017,6,MADHYA PRADESH,Vidisha,OILSEEDS,0,0,0
2017,6,MADHYA PRADESH,Vidisha,RAPESEED AND MUSTARD,0.4,0.38,950
2017,6,MADHYA PRADESH,Vidisha,RICE,10.5,23.8,2266.67
2017,6,MADHYA PRADESH,Vidisha,SAFFLOWER,0,0,0
